time,seconds_elapsed,accel_z,accel_y,accel_x,gyro_x,gyro_y,gyro_z,activity,member
1772792158583056896,0.082056884765625,-1.7134972780436275,-0.4372147747009992,-1.5829297009348868,0.3235002756118774,-0.47381392121315,-0.8207650780677795,jumping,queen
1772792158593017088,0.0920170226294878,-1.1262578390450622,-0.4686139852597544,-1.1555867831978597,0.2740334746708825,-0.4612512442041606,-0.7937765044500077,jumping,queen
1772792158602977280,0.1019771604933506,-0.5519572749406179,-0.5447510149214617,-0.65911970749232,0.1841178117062262,-0.4753486767744986,-0.7146930833579052,jumping,queen
1772792158612937216,0.1119372983572134,-0.0821999779566947,-0.582568708637015,-0.2033181531868968,0.0634409548050315,-0.5187700199986635,-0.6068586775436703,jumping,queen
1772792158622897408,0.1218974362210762,0.2733391611067752,-0.5912643034768552,0.1023380665991388,-0.0648183452066068,-0.5710713214710924,-0.4881410422846576,jumping,queen
1772792158632857600,0.131857574084939,0.5157133944761692,-0.5955902298435392,0.2474015283168205,-0.1852039919383284,-0.6102800265602444,-0.3700652516720636,jumping,queen
1772792158642817792,0.1418177119488018,0.6585153073820553,-0.5945819642392778,0.2883185901734462,-0.2919911815243746,-0.6288107195390543,-0.2583100660869726,jumping,queen
1772792158652777984,0.1517778498126646,0.7679565822232343,-0.5573086791174057,0.2373320727028161,-0.3776523522316074,-0.6410627796244716,-0.155075875607875,jumping,queen
1772792158662737920,0.1617379876765275,0.8429117494404119,-0.5176595273777351,0.1018723450773234,-0.4200598486013249,-0.6607957889911215,-0.075270584154977,jumping,queen
1772792158672698112,0.1716981255403903,0.8450560237107658,-0.4494647478064057,-0.0357062414756075,-0.3935276066126087,-0.6662394833187812,-0.0402411025150019,jumping,queen
1772792158682658304,0.1816582634042531,0.8113949437051226,-0.299545809579492,-0.1527014577437772,-0.3163266944084241,-0.6511321848403167,-0.0410200679215831,jumping,queen
1772792158692618496,0.1916184012681159,0.7984802821874618,-0.090706521936819,-0.2772068032995811,-0.2058557051679361,-0.6400113986886066,-0.0691880530853202,jumping,queen
1772792158702578432,0.2015785391319787,0.783778147340292,0.1286916361216851,-0.3955679732923258,-0.0794152715519483,-0.6261097908962385,-0.1217333007706954,jumping,queen
1772792158712538624,0.2115386769958415,0.7506362960499304,0.3132328024113954,-0.4723087204963699,0.0490219682131122,-0.5924934495893235,-0.2008483004664242,jumping,queen
1772792158722498816,0.2214988148597043,0.7820597400082939,0.4477212576312626,-0.4954719999647891,0.167702936156308,-0.5478671797807666,-0.307048624290622,jumping,queen
1772792158732459008,0.2314589527235671,0.9543768238927416,0.6046976376823874,-0.4722680630616983,0.2438144769239802,-0.5116704754207445,-0.4137969671973126,jumping,queen
1772792158742419200,0.24141909058743,1.2772613911385555,0.7729308658148304,-0.392042342683531,0.2623594982429298,-0.4945529939236219,-0.4771055857576086,jumping,queen
1772792158752379136,0.2513792284512928,1.62827191182117,0.8725179579705197,-0.1932760592042737,0.2464925669359437,-0.4763793091686032,-0.5028979264700366,jumping,queen
1772792158762339328,0.2613393663151556,1.896748233555923,0.9256912019133214,0.0827250601215425,0.2115079031984795,-0.4093784396591863,-0.4907190560587781,jumping,queen
1772792158772299520,0.2712995041790184,2.0962467905502664,0.9859619139526596,0.36552669853519,0.1607649221486252,-0.2978932427951624,-0.4469709841237551,jumping,queen
1772792158782259712,0.2812596420428812,2.284750716445078,1.0842643147886195,0.584461968299151,0.1003115770943234,-0.1785402914536168,-0.3890408809163038,jumping,queen
1772792158792219904,0.2912197799067441,2.463036942487731,1.199320666317188,0.6950938358698026,0.0431488110746437,-0.0840096228991601,-0.3331456767476123,jumping,queen
1772792158802179840,0.3011799177706069,2.4882251150910832,1.2688849976187166,0.7085052237427645,-0.0122267940770025,-0.0060941823960645,-0.2534100059149921,jumping,queen
1772792158812140032,0.3111400556344696,2.5203770335091784,1.0550857283027784,0.8756972445348449,-0.0883661933581938,-0.0276839274094637,-0.2111811737219492,jumping,queen
1772792158822100224,0.3211001934983325,2.5658749120471738,0.7425406686478933,0.9419930255981138,-0.1549700333666893,-0.0988678791571273,-0.2235403728225956,jumping,queen
1772792158832060416,0.3310603313621953,2.5432734351749837,0.6380013260643276,0.7640331165053235,-0.1863840491914623,-0.1787178477711671,-0.262399636081399,jumping,queen
1772792158842020352,0.3410204692260581,2.432146873598526,0.5254448606800307,0.6019663283285107,-0.170466986746185,-0.2910412233887293,-0.3041878996002186,jumping,queen
1772792158851980544,0.3509806070899209,2.2051472432515715,0.3099031785883213,0.5280826752666993,-0.1098285750320305,-0.4113274189558896,-0.3426345827080044,jumping,queen
1772792158861940736,0.3609407449537837,1.8710814799973143,0.1478130082844745,0.3695916142666061,-0.0188179638516527,-0.4739606748378009,-0.3852210168153714,jumping,queen
1772792158871900928,0.3709008828176465,1.5975404801705095,0.086246407365096,0.1437708611823973,0.0826941813208527,-0.4839884303068454,-0.436124280271794,jumping,queen
1772792158881861120,0.3808610206815093,1.4036423975980097,0.0828647133463337,0.150609535292759,0.1670187177512014,-0.4545552650459198,-0.4796594403713588,jumping,queen
1772792158891821056,0.3908211585453722,1.2444885433573412,0.1423863825324889,0.1066764242600827,0.2082285267719325,-0.3422139664726605,-0.4757271096876015,jumping,queen
1772792158901781248,0.400781296409235,1.271087029428837,0.0925672615041373,0.166594640479737,0.1943894382050856,-0.1747716540797109,-0.4375646433183169,jumping,queen
1772792158911741440,0.4107414342730978,1.3959783290991314,-0.0078690624049175,0.255713270534097,0.1263750480568928,0.0303696698468661,-0.3717941641807557,jumping,queen
