time,seconds_elapsed,accel_z,accel_y,accel_x,gyro_x,gyro_y,gyro_z,activity,member
1772896477396902100,0.068902099609375,0.0064218497410416,-0.1897632779210805,-0.2601117659864947,0.0018793020863085,-0.0339297987520694,0.0234293416142463,standing,david
1772896477406936000,0.07893603515625,0.0111672907024621,-0.141324533444643,-0.2729255269880406,0.0048245703801512,-0.0160625372081995,-0.0001488605630584,standing,david
1772896477416970200,0.08897021484375,-0.0470642412528395,-0.1455249077439308,-0.2202483960231765,0.0098275849595665,-0.008973735384643,-0.020805936306715,standing,david
1772896477427003100,0.099003173828125,-0.0960521440446376,-0.1681289537400007,-0.1298916140759363,0.0189075749367475,-0.0022394850384444,-0.032185710966587,standing,david
1772896477437037300,0.109037353515625,-0.0936658334299922,-0.1802455079913139,-0.0335650004714727,0.0246530789881944,0.0059015317820012,-0.0287979040294885,standing,david
1772896477447071000,0.119071044921875,-0.0631181349530816,-0.1895429131686687,0.0469899704402312,0.0280283037573099,0.0154019994661211,-0.0185261089354753,standing,david
1772896477457105200,0.129105224609375,-0.0400245518743991,-0.1349357091903686,0.0180186544345691,0.0330827198922634,0.0218750797212123,-0.0181130524724721,standing,david
1772896477467138300,0.13913818359375,-0.0030891981869935,-0.0687269147455692,-0.0409109427874907,0.0362450554966926,0.0242664795368909,-0.0263293366879224,standing,david
1772896477477172200,0.149172119140625,0.0253454536586999,0.0113636900573968,-0.064205491798371,0.032765369862318,0.0399855226278305,-0.0292300507426261,standing,david
1772896477487206100,0.1592060546875,0.0577341038271784,0.0768178667426109,-0.0325539967980235,0.0268574692308902,0.0518294796347618,-0.032302189618349,standing,david
1772896477497240000,0.169239990234375,0.1160197040572762,0.0415530766159296,0.0054968803832307,0.0194522831588983,0.0549807995557785,-0.0274485759437084,standing,david
1772896477507273200,0.179273193359375,0.1329389824151992,0.025738836890459,0.0688683690428733,0.0136675406247377,0.0562299527227878,-0.0120404958724975,standing,david
1772896477517307400,0.189307373046875,0.0927282603189349,-0.0086608608394861,0.1525568156747147,0.0105582997202873,0.05337530747056,0.0035469864960759,standing,david
1772896477527341000,0.199341064453125,0.1250344929009676,-0.0169295074909925,0.1758764991268515,0.0072674620896577,0.0390519462525844,0.0105076758190989,standing,david
1772896477537375200,0.209375244140625,0.1540355464577674,0.0263923323631286,0.1762891350483521,-0.0038991721812635,0.0165234673768281,0.024346524849534,standing,david
1772896477547408100,0.219408203125,0.1107932015806436,0.0614624767005443,0.2113376520758494,-0.0135340262204408,0.0071998983621597,0.0437011495232582,standing,david
1772896477557442300,0.2294423828125,0.0379185195058584,0.0216577050566673,0.1996039596622809,-0.0113875186070799,0.0033473698422312,0.0543388798832893,standing,david
1772896477567476200,0.239476318359375,-0.0310047945946454,-0.0705184743374586,0.0880419291336089,-0.0008891106117516,-0.0108027281239628,0.0470570847392082,standing,david
1772896477577510100,0.24951025390625,-0.0469917605385184,-0.1314461135089397,-0.0550680629556998,0.0136157963424921,-0.0225081220269203,0.0223613269627094,standing,david
1772896477587543300,0.259543212890625,-0.0465507387727499,-0.1389975518018007,-0.1156946002887561,0.0248438753187656,-0.0283353626728057,0.0018131784163415,standing,david
1772896477597577200,0.2695771484375,-0.0316556597188115,-0.1063286233872175,-0.1284768884398043,0.0256388280540704,-0.0151319429278373,-0.0056513957679271,standing,david
1772896477607611100,0.279611083984375,0.0434609560638666,-0.0375689754158258,-0.1142353413911536,0.0173901412636041,-0.0027821823023259,-0.0087162554264068,standing,david
1772896477617645300,0.289645263671875,0.1006470706194639,-0.0240980839461088,-0.0847508882315829,0.0093900058418512,-0.0041076373308897,-0.0143546992912888,standing,david
1772896477627678200,0.29967822265625,0.0782005532726645,-0.0277010768741369,-0.0247682382926344,0.0053176241926848,-0.0055908439680933,-0.0208095666021108,standing,david
1772896477637712100,0.309712158203125,0.0117173258006572,-0.0605243190675973,-0.0058592839548364,0.0096995895728468,-0.0140615608543157,-0.0247164238244295,standing,david
1772896477647746000,0.31974609375,-0.0464189290866255,-0.0907815101653337,0.0032570290345698,0.0166538339108228,-0.0051059713587164,-0.0152742005884647,standing,david
1772896477657780200,0.3297802734375,-0.0702814507111907,-0.0609726473569869,0.0291346533412113,0.0252912640571594,0.0103201232850551,-0.0082594342529773,standing,david
1772896477667813000,0.339813232421875,-0.0231283621311187,0.0001268412500619,0.0539822770129889,0.0291523896157741,0.0060926000587642,-0.0149290589615702,standing,david
1772896477677847000,0.349846923828125,0.0480097054094076,0.0109112701147794,-0.0059753480825573,0.0259515363723039,-0.0034087595995515,-0.0269745364785194,standing,david
1772896477687881200,0.359881103515625,0.0726794517636299,0.0329290406554937,0.0127986182313412,0.0187477823346853,0.0005313975852914,-0.0195443145930767,standing,david
1772896477697915100,0.3699150390625,0.043322132115066,0.0406610962122678,0.1305669925868511,0.0159264281392097,0.0025482096243649,4.40333387814e-05,standing,david
1772896477707949000,0.379948974609375,0.0403314258664846,0.0353127209216356,0.1701954578157514,0.0186079703271389,-0.0048911944031715,0.0144656803458929,standing,david
1772896477717982000,0.38998193359375,0.0926858824819326,0.0386105934232473,0.1216192776300013,0.0134507594630122,-0.0266638677567243,0.0142185389995574,standing,david
1772896477728016100,0.40001611328125,0.1035106433570385,0.029064181920886,0.0930678310042247,0.010945064947009,-0.0420231372117996,0.0132214473560452,standing,david
1772896477738050300,0.41005029296875,0.0665432870961725,0.0453863711684942,0.0818790591223165,0.0119003402069211,-0.0395866110920906,0.014901103451848,standing,david
1772896477748084000,0.420083984375,0.061481765922904,0.0682078593075275,-0.0025997341696172,0.0041507515124976,-0.0471439473330974,0.0126985814422369,standing,david
1772896477758117000,0.4301171875,0.0375445716269314,0.0274380420237779,-0.021868680926226,-0.0001140346284955,-0.059390228241682,0.0098924087360501,standing,david
1772896477768151300,0.4401513671875,0.0035454175218939,-0.0381651877433061,-0.0109767730990424,0.0040525766089558,-0.0573315918445587,0.0079381829127669,standing,david
1772896477778185200,0.450185302734375,-0.022474136006087,-0.0947802244126796,-0.047659832525812,0.0143025517463684,-0.0541131608188152,0.0007753446116112,standing,david
1772896477788219100,0.46021923828125,0.006838906109333,-0.1347925013273954,-0.0933174218511208,0.0172332804650068,-0.0649339705705642,-0.0008657887810841,standing,david
1772896477798252000,0.470251953125,0.0158452193856239,-0.1235521453887224,-0.0419339656922966,0.0208599735051393,-0.0631219521164894,0.0001472777221351,standing,david
1772896477808286200,0.4802861328125,-0.0183744456022977,-0.0357470206856727,-0.0129812447892501,0.0257853381335735,-0.0607505068182945,-0.0024581826291978,standing,david
1772896477818320400,0.4903203125,0.0662824442028999,0.0518067596048116,0.0269231878368183,0.0140138994902372,-0.0719996988773346,-0.0084625454619526,standing,david
