time,seconds_elapsed,accel_z,accel_y,accel_x,gyro_x,gyro_y,gyro_z,activity,member
1772896942134483456,0.0944833984375,0.2316951247215271,0.0944967312961816,-0.4775696179756894,-0.0170497875660657,0.140331819653511,0.1521108895540237,jumping,david
1772896942144537344,0.1045373254304553,0.2317329319420331,0.2341923946812785,-0.7076688673365065,-0.0194634219096099,0.2865017605647993,0.0961501195990189,jumping,david
1772896942154591232,0.1145912524234106,0.3655898700806922,0.2811529062774461,-0.7555001542609029,-0.0175995355796901,0.3998814485875628,0.0656651203367281,jumping,david
1772896942164645120,0.1246451794163659,0.4780033354618551,0.1001733579949386,-0.611958217549655,-0.0141221406876454,0.4660087246127444,0.0493161922792104,jumping,david
1772896942174699264,0.1346991064093212,0.5090608231968756,-0.0730850912848399,-0.4791863496016262,-0.0252613015106766,0.492945184066196,0.0474814067455122,jumping,david
1772896942184753152,0.1447530334022765,0.498221437067068,-0.1175914195090019,-0.390414007677304,-0.0604936650219653,0.4826228715278006,0.0539056171253506,jumping,david
1772896942194807040,0.1548069603952319,0.4920021851981008,-0.1217665401647805,-0.2630620211121957,-0.1117821107332477,0.4375222263084289,0.0565065896225502,jumping,david
1772896942204860928,0.1648608873881872,0.4155413256118609,-0.1808388077625478,-0.2199278564083799,-0.153255788824482,0.3880437982316684,0.0509334758235283,jumping,david
1772896942214914816,0.1749148143811425,0.3264723030139904,-0.1749439059412303,-0.2777772516131336,-0.1660072401495471,0.3631658338065229,0.0341344957196448,jumping,david
1772896942224968704,0.1849687413740978,0.2127513784955079,-0.1619344966576784,-0.4189603241181782,-0.1490420877420931,0.3665185600738853,0.0316275685055395,jumping,david
1772896942235022848,0.1950226683670531,0.1094674513603092,-0.0759097638752303,-0.4963287907335128,-0.113641362554904,0.3797761871129347,0.0223570762874892,jumping,david
1772896942245076736,0.2050765953600084,0.0231625566616655,-0.0063695666276925,-0.5563000620634521,-0.0890922298705255,0.3649194063367071,-0.0122415506960572,jumping,david
1772896942255130624,0.2151305223529637,0.0089250848400284,0.0413392895299912,-0.6507932685454314,-0.1115859526893723,0.2790387926728485,-0.0793096416467384,jumping,david
1772896942265184512,0.225184449345919,0.1539208882523985,0.1286136066018215,-0.7773325699662454,-0.2065576715463501,0.0950834381712158,-0.1714623610715607,jumping,david
1772896942275238400,0.2352383763388743,0.5111278376521504,0.2398109109999364,-0.8663261687748995,-0.3638031503931602,-0.1668595111487243,-0.2603947628628124,jumping,david
